,L1,L2,L3,L4,L5
1135,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,스포츠 서비스업,기타 스포츠시설 운영업,그 외 기타 스포츠시설 운영업
1136,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,스포츠 서비스업,기타 스포츠 서비스업,스포츠 클럽 운영업
1137,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,스포츠 서비스업,기타 스포츠 서비스업,그 외 기타 스포츠 서비스업
1138,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,유원지 및 기타 오락관련 서비스업,유원지 및 테마파크 운영업,유원지 및 테마파크 운영업
1139,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,유원지 및 기타 오락관련 서비스업,오락장 운영업,전자 게임장 운영업
1140,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,유원지 및 기타 오락관련 서비스업,오락장 운영업,컴퓨터 게임방 운영업
1141,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,유원지 및 기타 오락관련 서비스업,오락장 운영업,노래 연습장 운영업
1142,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,유원지 및 기타 오락관련 서비스업,오락장 운영업,기타 오락장 운영업
1143,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,유원지 및 기타 오락관련 서비스업,수상오락 서비스업,낚시장 운영업
1144,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,유원지 및 기타 오락관련 서비스업,수상오락 서비스업,기타 수상오락 서비스업
1145,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,유원지 및 기타 오락관련 서비스업,사행시설 관리 및 운영업,복권 발행 및 판매업
1146,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,유원지 및 기타 오락관련 서비스업,사행시설 관리 및 운영업,기타 사행시설 관리 및 운영업
1147,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,유원지 및 기타 오락관련 서비스업,그 외 기타 오락관련 서비스업,무도장 운영업
1148,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,유원지 및 기타 오락관련 서비스업,그 외 기타 오락관련 서비스업,체육 공원 및 유사 공원 운영업
1149,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,유원지 및 기타 오락관련 서비스업,그 외 기타 오락관련 서비스업,기원 운영업
1150,"예술, 스포츠 및 여가관련 서비스업",스포츠 및 오락관련 서비스업,유원지 및 기타 오락관련 서비스업,그 외 기타 오락관련 서비스업,그 외 기타 분류 안된 오락관련 서비스업
1151,"협회 및 단체, 수리 및 기타 개인 서비스업",협회 및 단체,산업 및 전문가 단체,산업 단체,산업 단체
1152,"협회 및 단체, 수리 및 기타 개인 서비스업",협회 및 단체,산업 및 전문가 단체,전문가 단체,전문가 단체
1153,"협회 및 단체, 수리 및 기타 개인 서비스업",협회 및 단체,노동조합,노동조합,노동조합
1154,"협회 및 단체, 수리 및 기타 개인 서비스업",협회 및 단체,기타 협회 및 단체,종교 단체,불교 단체
1155,"협회 및 단체, 수리 및 기타 개인 서비스업",협회 및 단체,기타 협회 및 단체,종교 단체,기독교 단체
1156,"협회 및 단체, 수리 및 기타 개인 서비스업",협회 및 단체,기타 협회 및 단체,종교 단체,천주교 단체
1157,"협회 및 단체, 수리 및 기타 개인 서비스업",협회 및 단체,기타 협회 및 단체,종교 단체,민족 종교 단체
1158,"협회 및 단체, 수리 및 기타 개인 서비스업",협회 및 단체,기타 협회 및 단체,종교 단체,기타 종교 단체
1159,"협회 및 단체, 수리 및 기타 개인 서비스업",협회 및 단체,기타 협회 및 단체,정치 단체,정치 단체
1160,"협회 및 단체, 수리 및 기타 개인 서비스업",협회 및 단체,기타 협회 및 단체,시민운동 단체,환경운동 단체
1161,"협회 및 단체, 수리 및 기타 개인 서비스업",협회 및 단체,기타 협회 및 단체,시민운동 단체,기타 시민운동 단체
1162,"협회 및 단체, 수리 및 기타 개인 서비스업",협회 및 단체,기타 협회 및 단체,그 외 기타 협회 및 단체,그 외 기타 협회 및 단체
1163,"협회 및 단체, 수리 및 기타 개인 서비스업",개인 및 소비용품 수리업,컴퓨터 및 통신장비 수리업,컴퓨터 및 주변 기기 수리업,컴퓨터 및 주변 기기 수리업
1164,"협회 및 단체, 수리 및 기타 개인 서비스업",개인 및 소비용품 수리업,컴퓨터 및 통신장비 수리업,통신장비 수리업,통신장비 수리업
1165,"협회 및 단체, 수리 및 기타 개인 서비스업",개인 및 소비용품 수리업,자동차 및 모터사이클 수리업,자동차 수리 및 세차업,자동차 종합 수리업
1166,"협회 및 단체, 수리 및 기타 개인 서비스업",개인 및 소비용품 수리업,자동차 및 모터사이클 수리업,자동차 수리 및 세차업,자동차 전문 수리업
1167,"협회 및 단체, 수리 및 기타 개인 서비스업",개인 및 소비용품 수리업,자동차 및 모터사이클 수리업,자동차 수리 및 세차업,자동차 세차업
1168,"협회 및 단체, 수리 및 기타 개인 서비스업",개인 및 소비용품 수리업,자동차 및 모터사이클 수리업,모터사이클 수리업,모터사이클 수리업
1169,"협회 및 단체, 수리 및 기타 개인 서비스업",개인 및 소비용품 수리업,개인 및 가정용품 수리업,가전제품 수리업,가전제품 수리업
1170,"협회 및 단체, 수리 및 기타 개인 서비스업",개인 및 소비용품 수리업,개인 및 가정용품 수리업,기타 개인 및 가정용품 수리업,의복 및 기타 가정용 직물제품 수리업
1171,"협회 및 단체, 수리 및 기타 개인 서비스업",개인 및 소비용품 수리업,개인 및 가정용품 수리업,기타 개인 및 가정용품 수리업,"가죽, 가방 및 신발 수리업"
1172,"협회 및 단체, 수리 및 기타 개인 서비스업",개인 및 소비용품 수리업,개인 및 가정용품 수리업,기타 개인 및 가정용품 수리업,"시계, 귀금속 및 악기 수리업"
1173,"협회 및 단체, 수리 및 기타 개인 서비스업",개인 및 소비용품 수리업,개인 및 가정용품 수리업,기타 개인 및 가정용품 수리업,그 외 기타 개인 및 가정용품 수리업
1174,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,"미용, 욕탕 및 유사 서비스업",이용 및 미용업,이용업
1175,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,"미용, 욕탕 및 유사 서비스업",이용 및 미용업,두발 미용업
1176,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,"미용, 욕탕 및 유사 서비스업",이용 및 미용업,피부 미용업
1177,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,"미용, 욕탕 및 유사 서비스업",이용 및 미용업,기타 미용업
1178,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,"미용, 욕탕 및 유사 서비스업","욕탕, 마사지 및 기타 신체 관리 서비스업",욕탕업
1179,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,"미용, 욕탕 및 유사 서비스업","욕탕, 마사지 및 기타 신체 관리 서비스업",마사지업
1180,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,"미용, 욕탕 및 유사 서비스업","욕탕, 마사지 및 기타 신체 관리 서비스업",체형 등 기타 신체 관리 서비스업
1181,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,그 외 기타 개인 서비스업,세탁업,산업용 세탁업
1182,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,그 외 기타 개인 서비스업,세탁업,가정용 세탁업
1183,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,그 외 기타 개인 서비스업,세탁업,세탁물 공급업
1184,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,그 외 기타 개인 서비스업,장례식장 및 관련 서비스업,장례식장 및 장의관련 서비스업
1185,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,그 외 기타 개인 서비스업,장례식장 및 관련 서비스업,"화장터 운영, 묘지 분양 및 관리업"
1186,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,그 외 기타 개인 서비스업,그 외 기타 분류 안된 개인 서비스업,예식장업
1187,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,그 외 기타 개인 서비스업,그 외 기타 분류 안된 개인 서비스업,점술 및 유사 서비스업
1188,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,그 외 기타 개인 서비스업,그 외 기타 분류 안된 개인 서비스업,개인 간병 및 유사 서비스업
1189,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,그 외 기타 개인 서비스업,그 외 기타 분류 안된 개인 서비스업,결혼 상담 및 준비 서비스업
1190,"협회 및 단체, 수리 및 기타 개인 서비스업",기타 개인 서비스업,그 외 기타 개인 서비스업,그 외 기타 분류 안된 개인 서비스업,애완 동물 장묘 및 보호 서비스업
