,L1,L2,L3,L4,L5
310,제조업,금속 가공제품 제조업,"구조용 금속제품, 탱크 및 증기발생기 제조업",구조용 금속제품 제조업,구조용 금속 판제품 및 공작물 제조업
311,제조업,금속 가공제품 제조업,"구조용 금속제품, 탱크 및 증기발생기 제조업",구조용 금속제품 제조업,육상 금속 골조 구조재 제조업
312,제조업,금속 가공제품 제조업,"구조용 금속제품, 탱크 및 증기발생기 제조업",구조용 금속제품 제조업,수상 금속 골조 구조재 제조업
313,제조업,금속 가공제품 제조업,"구조용 금속제품, 탱크 및 증기발생기 제조업",구조용 금속제품 제조업,기타 구조용 금속제품 제조업
314,제조업,금속 가공제품 제조업,"구조용 금속제품, 탱크 및 증기발생기 제조업","산업용 난방 보일러, 금속탱크 및 유사 용기 제조업",산업용 난방보일러 및 방열기 제조업
315,제조업,금속 가공제품 제조업,"구조용 금속제품, 탱크 및 증기발생기 제조업","산업용 난방 보일러, 금속탱크 및 유사 용기 제조업",금속 탱크 및 저장 용기 제조업
316,제조업,금속 가공제품 제조업,"구조용 금속제품, 탱크 및 증기발생기 제조업","산업용 난방 보일러, 금속탱크 및 유사 용기 제조업",압축 및 액화 가스 용기 제조업
317,제조업,금속 가공제품 제조업,"구조용 금속제품, 탱크 및 증기발생기 제조업",핵반응기 및 증기보일러 제조업,핵반응기 및 증기보일러 제조업
318,제조업,금속 가공제품 제조업,무기 및 총포탄 제조업,무기 및 총포탄 제조업,무기 및 총포탄 제조업
319,제조업,금속 가공제품 제조업,기타 금속 가공제품 제조업,"금속 단조, 압형 및 분말 야금제품 제조업",분말 야금제품 제조업
320,제조업,금속 가공제품 제조업,기타 금속 가공제품 제조업,"금속 단조, 압형 및 분말 야금제품 제조업",금속 단조제품 제조업
321,제조업,금속 가공제품 제조업,기타 금속 가공제품 제조업,"금속 단조, 압형 및 분말 야금제품 제조업",자동차용 금속 압형제품 제조업
322,제조업,금속 가공제품 제조업,기타 금속 가공제품 제조업,"금속 단조, 압형 및 분말 야금제품 제조업",그 외 금속 압형제품 제조업
323,제조업,금속 가공제품 제조업,기타 금속 가공제품 제조업,"금속 열처리, 도금 및 기타 금속 가공업",금속 열처리업
324,제조업,금속 가공제품 제조업,기타 금속 가공제품 제조업,"금속 열처리, 도금 및 기타 금속 가공업",도금업
325,제조업,금속 가공제품 제조업,기타 금속 가공제품 제조업,"금속 열처리, 도금 및 기타 금속 가공업",도장 및 기타 피막 처리업
326,제조업,금속 가공제품 제조업,기타 금속 가공제품 제조업,"금속 열처리, 도금 및 기타 금속 가공업",절삭 가공 및 유사 처리업
327,제조업,금속 가공제품 제조업,기타 금속 가공제품 제조업,"금속 열처리, 도금 및 기타 금속 가공업",그 외 기타 금속 가공업
328,제조업,금속 가공제품 제조업,기타 금속 가공제품 제조업,"날붙이, 수공구 및 일반 철물 제조업",날붙이 제조업
329,제조업,금속 가공제품 제조업,기타 금속 가공제품 제조업,"날붙이, 수공구 및 일반 철물 제조업",일반 철물 제조업
330,제조업,금속 가공제품 제조업,기타 금속 가공제품 제조업,"날붙이, 수공구 및 일반 철물 제조업",비동력식 수공구 제조업
331,제조업,금속 가공제품 제조업,기타 금속 가공제품 제조업,"날붙이, 수공구 및 일반 철물 제조업",톱 및 호환성 공구 제조업
332,제조업,금속 가공제품 제조업,기타 금속 가공제품 제조업,"금속 파스너, 스프링 및 금속선 가공제품 제조업",볼트 및 너트류 제조업
333,제조업,금속 가공제품 제조업,기타 금속 가공제품 제조업,"금속 파스너, 스프링 및 금속선 가공제품 제조업",그 외 금속 파스너 및 나사제품 제조업
334,제조업,금속 가공제품 제조업,기타 금속 가공제품 제조업,"금속 파스너, 스프링 및 금속선 가공제품 제조업",금속 스프링 제조업
335,제조업,금속 가공제품 제조업,기타 금속 가공제품 제조업,"금속 파스너, 스프링 및 금속선 가공제품 제조업",금속선 가공제품 제조업
336,제조업,금속 가공제품 제조업,기타 금속 가공제품 제조업,그 외 기타 금속 가공제품 제조업,금속 캔 및 기타 포장용기 제조업
337,제조업,금속 가공제품 제조업,기타 금속 가공제품 제조업,그 외 기타 금속 가공제품 제조업,수동식 식품 가공 기기 및 금속 주방용기 제조업
338,제조업,금속 가공제품 제조업,기타 금속 가공제품 제조업,그 외 기타 금속 가공제품 제조업,금속 위생용품 제조업
339,제조업,금속 가공제품 제조업,기타 금속 가공제품 제조업,그 외 기타 금속 가공제품 제조업,금속 표시판 제조업
340,제조업,금속 가공제품 제조업,기타 금속 가공제품 제조업,그 외 기타 금속 가공제품 제조업,피복 및 충전 용접봉 제조업
341,제조업,금속 가공제품 제조업,기타 금속 가공제품 제조업,그 외 기타 금속 가공제품 제조업,그 외 기타 분류 안된 금속 가공제품 제조업
342,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,전자집적회로 제조업,메모리용 전자집적회로 제조업
343,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,전자집적회로 제조업,비메모리용 및 기타 전자집적회로 제조업
344,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,"다이오드, 트랜지스터 및 유사 반도체 소자 제조업",발광 다이오드 제조업
345,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",반도체 제조업,"다이오드, 트랜지스터 및 유사 반도체 소자 제조업",기타 반도체 소자 제조업
346,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자 부품 제조업,표시장치 제조업,액정 표시장치 제조업
347,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자 부품 제조업,표시장치 제조업,유기 발광 표시장치 제조업
348,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자 부품 제조업,표시장치 제조업,기타 표시장치 제조업
349,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자 부품 제조업,인쇄회로기판 및 전자부품 실장기판 제조업,인쇄회로기판용 적층판 제조업
350,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자 부품 제조업,인쇄회로기판 및 전자부품 실장기판 제조업,경성 인쇄회로기판 제조업
351,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자 부품 제조업,인쇄회로기판 및 전자부품 실장기판 제조업,연성 및 기타 인쇄회로기판 제조업
352,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자 부품 제조업,인쇄회로기판 및 전자부품 실장기판 제조업,전자 부품 실장기판 제조업
353,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자 부품 제조업,기타 전자 부품 제조업,전자 축전기 제조업
354,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자 부품 제조업,기타 전자 부품 제조업,전자 저항기 제조업
355,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자 부품 제조업,기타 전자 부품 제조업,전자카드 제조업
356,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자 부품 제조업,기타 전자 부품 제조업,"전자코일, 변성기 및 기타 전자 유도자 제조업"
357,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자 부품 제조업,기타 전자 부품 제조업,전자 감지장치 제조업
358,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",전자 부품 제조업,기타 전자 부품 제조업,그 외 기타 전자 부품 제조업
359,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",컴퓨터 및 주변 장치 제조업,컴퓨터 제조업,컴퓨터 제조업
360,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",컴퓨터 및 주변 장치 제조업,기억 장치 및 주변 기기 제조업,기억 장치 제조업
361,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",컴퓨터 및 주변 장치 제조업,기억 장치 및 주변 기기 제조업,컴퓨터 모니터 제조업
362,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",컴퓨터 및 주변 장치 제조업,기억 장치 및 주변 기기 제조업,컴퓨터 프린터 제조업
363,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",컴퓨터 및 주변 장치 제조업,기억 장치 및 주변 기기 제조업,기타 주변 기기 제조업
364,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송장비 제조업,유선 통신장비 제조업,유선 통신장비 제조업
365,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송장비 제조업,방송 및 무선 통신장비 제조업,방송장비 제조업
366,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송장비 제조업,방송 및 무선 통신장비 제조업,이동 전화기 제조업
367,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",통신 및 방송장비 제조업,방송 및 무선 통신장비 제조업,기타 무선 통신장비 제조업
368,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",영상 및 음향 기기 제조업,"텔레비전, 비디오 및 기타 영상 기기 제조업",텔레비전 제조업
369,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",영상 및 음향 기기 제조업,"텔레비전, 비디오 및 기타 영상 기기 제조업",비디오 및 기타 영상 기기 제조업
370,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",영상 및 음향 기기 제조업,"오디오, 스피커 및 기타 음향 기기 제조업","라디오, 녹음 및 재생 기기 제조업"
371,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",영상 및 음향 기기 제조업,"오디오, 스피커 및 기타 음향 기기 제조업",기타 음향기기 제조업
372,제조업,"전자 부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",마그네틱 및 광학 매체 제조업,마그네틱 및 광학 매체 제조업,마그네틱 및 광학 매체 제조업
373,제조업,"의료, 정밀, 광학 기기 및 시계 제조업",의료용 기기 제조업,방사선 장치 및 전기식 진단 기기 제조업,방사선 장치 제조업
374,제조업,"의료, 정밀, 광학 기기 및 시계 제조업",의료용 기기 제조업,방사선 장치 및 전기식 진단 기기 제조업,전기식 진단 및 요법 기기 제조업
375,제조업,"의료, 정밀, 광학 기기 및 시계 제조업",의료용 기기 제조업,기타 의료용 기기 제조업,치과용 기기 제조업
376,제조업,"의료, 정밀, 광학 기기 및 시계 제조업",의료용 기기 제조업,기타 의료용 기기 제조업,정형 외과용 및 신체 보정용 기기 제조업
377,제조업,"의료, 정밀, 광학 기기 및 시계 제조업",의료용 기기 제조업,기타 의료용 기기 제조업,안경 및 안경렌즈 제조업
378,제조업,"의료, 정밀, 광학 기기 및 시계 제조업",의료용 기기 제조업,기타 의료용 기기 제조업,의료용 가구 제조업
379,제조업,"의료, 정밀, 광학 기기 및 시계 제조업",의료용 기기 제조업,기타 의료용 기기 제조업,그 외 기타 의료용 기기 제조업
380,제조업,"의료, 정밀, 광학 기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외","측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업","레이더, 항행용 무선 기기 및 측량 기구 제조업"
381,제조업,"의료, 정밀, 광학 기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외","측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업","전자기 측정, 시험 및 분석 기구 제조업"
382,제조업,"의료, 정밀, 광학 기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외","측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업","물질 검사, 측정 및 분석 기구 제조업"
383,제조업,"의료, 정밀, 광학 기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외","측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업",속도계 및 적산계기 제조업
384,제조업,"의료, 정밀, 광학 기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외","측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업",기기용 자동 측정 및 제어장치 제조업
385,제조업,"의료, 정밀, 광학 기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외","측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업",산업 처리공정 제어장비 제조업
386,제조업,"의료, 정밀, 광학 기기 및 시계 제조업","측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업; 광학 기기 제외","측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업","기타 측정, 시험, 항해, 제어 및 정밀 기기 제조업"
387,제조업,"의료, 정밀, 광학 기기 및 시계 제조업",사진장비 및 광학 기기 제조업,사진장비 및 광학기기 제조업,광학 렌즈 및 광학 요소 제조업
388,제조업,"의료, 정밀, 광학 기기 및 시계 제조업",사진장비 및 광학 기기 제조업,사진장비 및 광학기기 제조업,"사진기, 영사기 및 관련 장비 제조업"
389,제조업,"의료, 정밀, 광학 기기 및 시계 제조업",사진장비 및 광학 기기 제조업,사진장비 및 광학기기 제조업,기타 광학 기기 제조업
390,제조업,"의료, 정밀, 광학 기기 및 시계 제조업",시계 및 시계 부품 제조업,시계 및 시계 부품 제조업,시계 및 시계 부품 제조업
391,제조업,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업","전동기, 발전기 및 전기 변환장치 제조업",전동기 및 발전기 제조업
392,제조업,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업","전동기, 발전기 및 전기 변환장치 제조업",변압기 제조업
393,제조업,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업","전동기, 발전기 및 전기 변환장치 제조업",방전 램프용 안정기 제조업
394,제조업,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업","전동기, 발전기 및 전기 변환장치 제조업",에너지 저장장치 제조업
395,제조업,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업","전동기, 발전기 및 전기 변환장치 제조업",기타 전기 변환장치 제조업
396,제조업,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업",전기 공급 및 제어장치 제조업,"전기회로 개폐, 보호 장치 제조업"
397,제조업,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업",전기 공급 및 제어장치 제조업,전기회로 접속장치 제조업
398,제조업,전기장비 제조업,"전동기, 발전기 및 전기 변환ㆍ공급ㆍ제어 장치 제조업",전기 공급 및 제어장치 제조업,배전반 및 전기 자동제어반 제조업
399,제조업,전기장비 제조업,일차전지 및 축전지 제조업,일차전지 및 축전지 제조업,일차전지 제조업
400,제조업,전기장비 제조업,일차전지 및 축전지 제조업,일차전지 및 축전지 제조업,축전지 제조업
401,제조업,전기장비 제조업,절연선 및 케이블 제조업,절연선 및 케이블 제조업,광섬유 케이블 제조업
402,제조업,전기장비 제조업,절연선 및 케이블 제조업,절연선 및 케이블 제조업,기타 절연선 및 케이블 제조업
403,제조업,전기장비 제조업,절연선 및 케이블 제조업,절연선 및 케이블 제조업,절연 코드세트 및 기타 도체 제조업
404,제조업,전기장비 제조업,전구 및 조명장치 제조업,전구 및 램프 제조업,전구 및 램프 제조업
405,제조업,전기장비 제조업,전구 및 조명장치 제조업,조명장치 제조업,운송장비용 조명장치 제조업
406,제조업,전기장비 제조업,전구 및 조명장치 제조업,조명장치 제조업,일반용 전기 조명장치 제조업
407,제조업,전기장비 제조업,전구 및 조명장치 제조업,조명장치 제조업,전시 및 광고용 조명장치 제조업
408,제조업,전기장비 제조업,전구 및 조명장치 제조업,조명장치 제조업,기타 조명장치 제조업
409,제조업,전기장비 제조업,가정용 기기 제조업,가정용 전기 기기 제조업,주방용 전기 기기 제조업
410,제조업,전기장비 제조업,가정용 기기 제조업,가정용 전기 기기 제조업,가정용 전기 난방기기 제조업
411,제조업,전기장비 제조업,가정용 기기 제조업,가정용 전기 기기 제조업,기타 가정용 전기 기기 제조업
412,제조업,전기장비 제조업,가정용 기기 제조업,가정용 비전기식 조리 및 난방 기구 제조업,가정용 비전기식 조리 및 난방 기구 제조업
413,제조업,전기장비 제조업,기타 전기장비 제조업,기타 전기장비 제조업,전기 경보 및 신호장치 제조업
414,제조업,전기장비 제조업,기타 전기장비 제조업,기타 전기장비 제조업,전기용 탄소제품 및 절연제품 제조업
415,제조업,전기장비 제조업,기타 전기장비 제조업,기타 전기장비 제조업,교통 신호장치 제조업
416,제조업,전기장비 제조업,기타 전기장비 제조업,기타 전기장비 제조업,그 외 기타 전기장비 제조업
417,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,내연기관 및 터빈 제조업; 항공기용 및 차량용 제외,내연기관 제조업
418,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,내연기관 및 터빈 제조업; 항공기용 및 차량용 제외,기타 기관 및 터빈 제조업
419,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,유압 기기 제조업,유압 기기 제조업
420,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"펌프 및 압축기 제조업; 탭, 밸브 및 유사 장치 제조 포함",액체 펌프 제조업
421,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"펌프 및 압축기 제조업; 탭, 밸브 및 유사 장치 제조 포함",기체 펌프 및 압축기 제조업
422,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"펌프 및 압축기 제조업; 탭, 밸브 및 유사 장치 제조 포함","탭, 밸브 및 유사 장치 제조업"
423,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"베어링, 기어 및 동력 전달장치 제조업",구름베어링 제조업
424,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"베어링, 기어 및 동력 전달장치 제조업",기어 및 동력전달장치 제조업
425,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"산업용 오븐, 노 및 노용 버너 제조업","산업용 오븐, 노 및 노용 버너 제조업"
426,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"산업용 트럭, 승강기 및 물품 취급장비 제조업",산업용 트럭 및 적재기 제조업
427,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"산업용 트럭, 승강기 및 물품 취급장비 제조업",승강기 제조업
428,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"산업용 트럭, 승강기 및 물품 취급장비 제조업",컨베이어 장치 제조업
429,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"산업용 트럭, 승강기 및 물품 취급장비 제조업",기타 물품 취급장비 제조업
430,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"냉각, 공기 조화, 여과, 증류 및 가스 발생기 제조업",산업용 냉장 및 냉동장비 제조업
431,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"냉각, 공기 조화, 여과, 증류 및 가스 발생기 제조업",공기 조화장치 제조업
432,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"냉각, 공기 조화, 여과, 증류 및 가스 발생기 제조업",산업용 송풍기 및 배기장치 제조업
433,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"냉각, 공기 조화, 여과, 증류 및 가스 발생기 제조업",기체 여과기 제조업
434,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"냉각, 공기 조화, 여과, 증류 및 가스 발생기 제조업",액체 여과기 제조업
435,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,"냉각, 공기 조화, 여과, 증류 및 가스 발생기 제조업","증류기, 열 교환기 및 가스 발생기 제조업"
436,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,사무용 기계 및 장비 제조업,사무용 기계 및 장비 제조업
437,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,기타 일반 목적용 기계 제조업,일반 저울 제조업
438,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,기타 일반 목적용 기계 제조업,"용기 세척, 포장 및 충전기 제조업"
439,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,기타 일반 목적용 기계 제조업,분사기 및 소화기 제조업
440,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,기타 일반 목적용 기계 제조업,동력식 수지 공구 제조업
441,제조업,기타 기계 및 장비 제조업,일반 목적용 기계 제조업,기타 일반 목적용 기계 제조업,그 외 기타 일반 목적용 기계 제조업
442,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,농업 및 임업용 기계 제조업,농업 및 임업용 기계 제조업
443,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,가공 공작기계 제조업,전자 응용 절삭기계 제조업
444,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,가공 공작기계 제조업,디지털 적층 성형기계 제조업
445,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,가공 공작기계 제조업,금속 절삭기계 제조업
446,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,가공 공작기계 제조업,금속 성형기계 제조업
447,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,가공 공작기계 제조업,기타 가공 공작기계 제조업
448,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,금속 주조 및 기타 야금용 기계 제조업,금속 주조 및 기타 야금용 기계 제조업
449,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,건설 및 광업용 기계장비 제조업,건설 및 채광용 기계장비 제조업
450,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,건설 및 광업용 기계장비 제조업,광물 처리 및 취급장비 제조업
451,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,음ㆍ식료품 및 담배 가공기계 제조업,음ㆍ식료품 및 담배 가공기계 제조업
452,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,"섬유, 의복 및 가죽 가공기계 제조업","산업용 섬유 세척, 염색, 정리 및 가공 기계 제조업"
453,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,"섬유, 의복 및 가죽 가공기계 제조업","기타 섬유, 의복 및 가죽 가공기계 제조업"
454,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,반도체 및 디스플레이 제조용 기계 제조업,반도체 제조용 기계 제조업
455,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,반도체 및 디스플레이 제조용 기계 제조업,디스플레이 제조용 기계 제조업
456,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,산업용 로봇 제조업,산업용 로봇 제조업
457,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,기타 특수 목적용 기계 제조업,펄프 및 종이 가공용 기계 제조업
458,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,기타 특수 목적용 기계 제조업,"고무, 화학섬유 및 플라스틱 성형기 제조업"
459,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,기타 특수 목적용 기계 제조업,인쇄 및 제책용 기계 제조업
460,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,기타 특수 목적용 기계 제조업,주형 및 금형 제조업
461,제조업,기타 기계 및 장비 제조업,특수 목적용 기계 제조업,기타 특수 목적용 기계 제조업,그 외 기타 특수 목적용 기계 제조업
462,제조업,자동차 및 트레일러 제조업,자동차용 엔진 및 자동차 제조업,자동차용 엔진 제조업,자동차용 엔진 제조업
463,제조업,자동차 및 트레일러 제조업,자동차용 엔진 및 자동차 제조업,자동차 제조업,승용차 및 기타 여객용 자동차 제조업
464,제조업,자동차 및 트레일러 제조업,자동차용 엔진 및 자동차 제조업,자동차 제조업,화물 자동차 및 특수 목적용 자동차 제조업
465,제조업,자동차 및 트레일러 제조업,자동차 차체 및 트레일러 제조업,자동차 차체 및 트레일러 제조업,차체 및 특장차 제조업
466,제조업,자동차 및 트레일러 제조업,자동차 차체 및 트레일러 제조업,자동차 차체 및 트레일러 제조업,자동차 구조 및 장치 변경업
467,제조업,자동차 및 트레일러 제조업,자동차 차체 및 트레일러 제조업,자동차 차체 및 트레일러 제조업,트레일러 및 세미 트레일러 제조업
468,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차 엔진용 신품 부품 제조업,자동차 엔진용 신품 부품 제조업
469,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차 차체용 신품 부품 제조업,자동차 차체용 신품 부품 제조업
470,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차용 신품 동력 전달장치 및 전기장치 제조업,자동차용 신품 동력 전달장치 제조업
471,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차용 신품 동력 전달장치 및 전기장치 제조업,자동차용 신품 전기장치 제조업
472,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차용 기타 신품 부품 제조업,자동차용 신품 조향장치 및 현가장치 제조업
473,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차용 기타 신품 부품 제조업,자동차용 신품 제동장치 제조업
474,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차용 기타 신품 부품 제조업,자동차용 신품 의자 제조업
475,제조업,자동차 및 트레일러 제조업,자동차 신품 부품 제조업,자동차용 기타 신품 부품 제조업,그 외 자동차용 신품 부품 제조업
476,제조업,자동차 및 트레일러 제조업,자동차 재제조 부품 제조업,자동차 재제조 부품 제조업,자동차 재제조 부품 제조업
477,제조업,기타 운송장비 제조업,선박 및 보트 건조업,선박 및 수상 부유 구조물 건조업,강선 건조업
478,제조업,기타 운송장비 제조업,선박 및 보트 건조업,선박 및 수상 부유 구조물 건조업,합성수지선 건조업
479,제조업,기타 운송장비 제조업,선박 및 보트 건조업,선박 및 수상 부유 구조물 건조업,기타 선박 건조업
480,제조업,기타 운송장비 제조업,선박 및 보트 건조업,선박 및 수상 부유 구조물 건조업,선박 구성 부분품 제조업
481,제조업,기타 운송장비 제조업,선박 및 보트 건조업,오락 및 스포츠용 보트 건조업,오락 및 스포츠용 보트 건조업
482,제조업,기타 운송장비 제조업,철도장비 제조업,철도장비 제조업,기관차 및 기타 철도 차량 제조업
483,제조업,기타 운송장비 제조업,철도장비 제조업,철도장비 제조업,철도 차량 부품 및 관련 장치물 제조업
484,제조업,기타 운송장비 제조업,"항공기, 우주선 및 부품 제조업","항공기, 우주선 및 보조장치 제조업","유인 항공기, 항공 우주선 및 보조장치 제조업"
485,제조업,기타 운송장비 제조업,"항공기, 우주선 및 부품 제조업","항공기, 우주선 및 보조장치 제조업",무인 항공기 및 무인 비행장치 제조업
486,제조업,기타 운송장비 제조업,"항공기, 우주선 및 부품 제조업",항공기용 엔진 및 부품 제조업,항공기용 엔진 제조업
487,제조업,기타 운송장비 제조업,"항공기, 우주선 및 부품 제조업",항공기용 엔진 및 부품 제조업,항공기용 부품 제조업
488,제조업,기타 운송장비 제조업,그 외 기타 운송장비 제조업,전투용 차량 제조업,전투용 차량 제조업
489,제조업,기타 운송장비 제조업,그 외 기타 운송장비 제조업,모터사이클 제조업,모터사이클 제조업
490,제조업,기타 운송장비 제조업,그 외 기타 운송장비 제조업,그 외 기타 분류 안된 운송장비 제조업,자전거 및 환자용 차량 제조업
491,제조업,기타 운송장비 제조업,그 외 기타 운송장비 제조업,그 외 기타 분류 안된 운송장비 제조업,그 외 기타 달리 분류되지 않은 운송장비 제조업
492,제조업,가구 제조업,가구 제조업,침대 및 내장 가구 제조업,매트리스 및 침대 제조업
493,제조업,가구 제조업,가구 제조업,침대 및 내장 가구 제조업,소파 및 기타 내장 가구 제조업
